feature,category,0
0,0,-6.863215657215737e-19
0,1,-0.0009859877820857412
0,2,-3.581937756568013e-05
0,3,3.899238068894837e-19
0,4,0.006966893442296443
0,5,0.0005426532727117976
0,6,-6.533966034789261e-05
0,7,-0.0020224609659793644
0,8,-0.0017187163898511745
0,9,-5.090859280547617e-05
0,10,0.0015747930255600629
0,11,-0.0007566328538163379
0,12,-0.001560995918363664
0,13,-0.0018874781997529778
0,14,1.866733673573562e-18
1,0,0.0016530120410958124
1,1,-0.011098133783225762
1,2,0.004759933456652408
1,3,0.004685188285477551
2,0,-6.640380267334728e-19
2,1,-0.0016412554579380413
2,2,1.9196566806999736e-19
2,3,-0.0001195942739833384
2,4,0.006367765434938431
2,5,0.0005426532727117987
2,6,-6.533966034789342e-05
2,7,-0.0019740394497066195
2,8,-0.0007861436589271183
2,9,-3.472088843177802e-18
2,10,0.0014215185314824575
2,11,-0.0014899528664235658
2,12,-0.0022556118718061024
2,13,5.769077784852266e-19
3,0,0.0028347178767662855
3,1,-0.0031945897478809454
3,2,0.0023847755367460586
3,3,-0.00016476789015702287
3,4,-0.0012786193318588522
3,5,-0.0005239546597709881
3,6,-0.0019936177430907266
3,7,0.00762496640977959
3,8,0.00017722154462967518
3,9,0.0002683217870896172
3,10,-0.0021751737975215495
3,11,-0.0005225458787044134
3,12,-0.0004547596570227106
3,13,-0.002981974449004015
4,0,0.0007231302121317533
4,1,-4.371361576441161e-19
4,2,-0.0008775204211092405
4,3,-3.581937756568016e-05
4,4,0.00019020958654316684
5,0,-0.0016934602825470302
5,1,-0.004041099047843235
5,2,-0.002377067880350654
5,3,-0.0037647649907294758
5,4,0.0047897472392335085
5,5,0.0011381292414277345
5,6,-0.004284225131570834
5,7,0.0006907380662813352
5,8,-0.0010006791113947896
5,9,-2.5269555773885916e-05
5,10,0.005060297503717881
5,11,0.0006434365702875834
5,12,0.0041714222273915805
5,13,0.003366136131247411
5,14,-8.288683724051833e-19
5,15,0.00018575853582600174
5,16,0.00023950312701283836
5,17,-0.002764592579454799
5,18,0.003189599600370998
5,19,0.00046809190006695826
5,20,-0.0021304807935786756
5,21,-0.001207351339515321
5,22,-0.0004507787525337461
5,23,-0.00020309067757138773
6,0,0.0028033798955002646
6,1,-0.005258825514952279
6,2,-0.00012168644976683592
6,3,0.002577132069218852
7,0,-5.176116093573444e-19
7,1,-0.0029953085465963367
7,2,-7.5812431753559e-20
7,3,-0.0004747969555824219
7,4,-0.001256216961186081
7,5,0.0037935985899085535
7,6,4.3529402643858626e-05
7,7,0.0008891944708124238
8,0,-0.00016718754205266714
8,1,0.0001671875420526654
9,0,4.911217042581715e-05
9,1,0.0002556621343356596
9,2,-0.00030477430476147393
