sample,0,1,2,3,4,5,6,7,8,9,0:0,0:1,0:2,0:3,0:4,0:5,0:6,0:7,0:8,0:9,0:10,0:11,0:12,0:13,0:14,1:0,1:1,1:2,1:3,2:0,2:1,2:2,2:3,2:4,2:5,2:6,2:7,2:8,2:9,2:10,2:11,2:12,2:13,3:0,3:1,3:2,3:3,3:4,3:5,3:6,3:7,3:8,3:9,3:10,3:11,3:12,3:13,4:0,4:1,4:2,4:3,4:4,5:0,5:1,5:2,5:3,5:4,5:5,5:6,5:7,5:8,5:9,5:10,5:11,5:12,5:13,5:14,5:15,5:16,5:17,5:18,5:19,5:20,5:21,5:22,5:23,6:0,6:1,6:2,6:3,7:0,7:1,7:2,7:3,7:4,7:5,7:6,7:7,8:0,8:1,9:0,9:1,9:2,target
0,0.9303949632535895,0.1356161763929858,0.9999381582967839,0.826601708554673,0.46104946888736625,0.9995036721495859,0.12431812190661791,0.9171905525672404,0.7330939464400353,0.38406582241735937,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.1528954311901124
1,0.8141112338169817,0.21434038147719908,0.9999518579746475,0.6796752360220985,0.7614675078145404,0.9996136564131293,0.9366222594539303,0.8777014674310075,0.30940231808746427,0.04739107620613675,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.1511595611720594
2,0.36281922978366477,0.332188067239039,0.9999522966139763,0.48962353046793566,0.8179613123339627,0.9996172100173975,0.9610818216242529,0.814369952942936,0.19754782575255428,0.03437697911420556,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.1319261213720316
3,0.09379441164037618,0.8194721142446976,0.00010013673730036444,0.22045022080666724,0.565866431998463,0.0008034544078401621,0.8729275854716465,0.11555649919358171,0.29456875353359274,0.3464231457189387,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.1667823913345368
4,0.625264215736146,0.29440473120890015,0.9999422937237775,0.573180794788133,0.7680804132602554,0.9995369706353687,0.9435045064802802,0.8266973964343938,0.26669595204315694,0.047038547159812615,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.1487293431467851
5,0.9489714333476278,0.18711486748683168,3.726139769117059e-05,0.8532822246466144,0.09181307406672662,0.00029896863382913776,0.015714276961463765,0.8088288583663813,0.9190613236395347,0.9837888575872757,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.3167615608943202
6,0.013489043503423788,0.9650459284763925,5.8295413693994836e-05,0.03988209263198121,0.9389716876036635,0.0004684615758100297,0.9913799157128871,0.02222981801607852,0.038920194244716,0.011655119236008897,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.2778780724899319
7,0.11233800633642053,0.6662417961835683,0.9999272351027363,0.2702192687346881,0.8271657227620415,0.9994163535835368,0.9666267186731251,0.3712138445801751,0.15840297327577157,0.033780822635180584,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.1980280516594917
8,0.14245957675598164,0.7757150366776464,8.47578323391226e-05,0.28751634431468853,0.40959366366673716,0.0006800322781255381,0.2944414612081171,0.14133473978694042,0.46307694097852414,0.8659756382331538,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0.1965449243160672
9,0.10419994291751618,0.5945558756855306,0.9999586106345764,0.2652295825204279,0.8729992618561732,0.9996678872306443,0.9764238444218766,0.6073019871277083,0.12190390443159682,0.022883634980787257,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.1320649909734759
10,0.07210592096972968,0.8595595970866601,6.54209290119602e-05,0.17860570970243284,0.5438770092618739,0.0005250394346334983,0.8762049919308658,0.08618710909338438,0.26980280686729297,0.573145007494081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.1876128315511734
11,0.7834670598883975,0.23038978296086932,0.9999502014480921,0.6555056792500195,0.7652829488583961,0.9996003745320695,0.9394329500532266,0.8682065457824625,0.2946309758505825,0.046708227260497594,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.0737397583668934
12,0.9130785153779781,0.16489482007027656,0.9999209211779961,0.7929538348476981,0.46900938432988826,0.9993654270989433,0.1514536806595147,0.8970552436001741,0.6972398963021728,0.4098634551964189,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.1806693514789612
13,0.1587043411367623,0.7446385775513404,0.00012216129903418288,0.30962473529663004,0.4686426939110573,0.0009798855648938956,0.5668547083978758,0.17003145671752018,0.42660209903633295,0.7598072123206328,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.2709345924177198
14,0.29572356030198593,0.3523245708167091,0.9999536576647192,0.45949464922404676,0.8273709173026795,0.999628130626845,0.9639844256686388,0.8046468335987128,0.18412778059544951,0.032271764213678174,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.1362310790168032
15,0.0026186954492151563,0.9925254406628471,0.999964407591187,0.008032840197136045,0.9902960727338606,0.9997157312158564,0.9986226007607047,0.004924912265006295,0.0067428633185290295,0.0016945002681361826,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.0626301902513539
16,0.6945536325715841,0.3762026679543254,0.9997710883556675,0.5803351794709976,0.5448106573139058,0.998165419683379,0.6520417406938475,0.7075548492830346,0.49813195552291073,0.2416687219068845,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.2028884877100402
