sample,0,1,2,3,4,5,6,7,8,9,0:0,0:1,0:2,0:3,0:4,0:5,0:6,0:7,0:8,0:9,0:10,0:11,0:12,0:13,0:14,1:0,1:1,1:2,1:3,2:0,2:1,2:2,2:3,2:4,2:5,2:6,2:7,2:8,2:9,2:10,2:11,2:12,2:13,3:0,3:1,3:2,3:3,3:4,3:5,3:6,3:7,3:8,3:9,3:10,3:11,3:12,3:13,4:0,4:1,4:2,4:3,4:4,5:0,5:1,5:2,5:3,5:4,5:5,5:6,5:7,5:8,5:9,5:10,5:11,5:12,5:13,5:14,5:15,5:16,5:17,5:18,5:19,5:20,5:21,5:22,5:23,6:0,6:1,6:2,6:3,7:0,7:1,7:2,7:3,7:4,7:5,7:6,7:7,8:0,8:1,9:0,9:1,9:2,target
0,0.978644708367756,0.044752933852650584,0.9997058270772323,0.9416222559123165,0.9994695110436704,0.9997747819838738,0.9984188216433671,0.9963663708551428,0.037788932401455845,0.9754234172518248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.1549784752117761
1,0.0740832923525715,0.9597111371502182,0.0004211257264481198,0.04214736249153393,0.0007555677887327498,0.0003189130669041124,0.0023565214667161513,0.0058459615391526784,0.9649541433662951,0.02334590003310643,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.2292737119844466
2,0.9924014053668447,0.8406052558818906,0.9997718082811066,0.045006528530127245,0.9995843568116292,0.9998214068075606,0.9988632362373729,0.9976904077730673,0.7587285780053432,0.44724174432755864,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.107068462713512
3,0.2582957416052937,0.9642048017305803,0.0004419242664952358,0.03557544423826454,0.0007909039901571673,0.0003328541068497588,0.002525244728755927,0.006543296176450123,0.9686271691463891,0.021016413282439948,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.2237189279266768
4,0.9903030081930944,0.23064099869624963,0.9997495187649201,0.09502901669185597,0.9995449435404844,0.9998050843625255,0.9987281503288308,0.9973407201270484,0.14324745249002757,0.9221488413482902,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.1251215109012637
5,0.01736802192300766,0.9049383368964538,0.00035268421745201134,0.250682907152492,0.0006384791242044294,0.00027237290317183187,0.0018374423533551202,0.004002628533722617,0.923966864435239,0.04784033844665053,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.252881544229968
6,0.010408314044184765,0.2416725191486685,0.00030661421267078916,0.9358274276482461,0.0005582258397761108,0.0002397622686675414,0.0015314207500595515,0.0031235884502910805,0.3768831284602919,0.36047067857462606,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.2737119844466046
7,0.007197437128166824,0.0563907656564502,0.00026906589352285247,0.9713437657078825,0.0004922814616373785,0.00021270881510970552,0.0012974704572957377,0.0025179411678316597,0.058876605187807345,0.9523787924046251,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.2987085127065685
8,0.1518172154346355,0.02627684727900657,0.9996412436900601,0.9746100587940151,0.999359080589689,0.9997308784463549,0.9979161522580831,0.9944026217831506,0.023107405177132063,0.984505733171774,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.1841410915150673
9,0.8621666846982668,0.35353136298565585,0.9998519237126234,0.7414130397298057,0.9997376987861402,0.9998912162680308,0.9990544474623264,0.9967564274821793,0.009458969421064126,0.9954022856331964,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.2013609220941536
10,0.9988728073093777,0.9974294680175638,0.9999328496542291,0.0020103016610965546,0.9998766656921888,0.9999465943494793,0.9996812659435904,0.9993962945788396,0.9949106805675796,0.004816335477583857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.0570754061935842
11,0.0022794152567640765,0.005220216548487277,0.0001085828078373462,0.9959110039730965,0.00019793365668647401,8.492514468727615e-05,0.0005438633186960968,0.0011096700925605919,0.014703937214113706,0.9763798338111287,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.2780558255797806
12,0.0009849270500858457,0.0022383745517787217,6.982928915103557e-05,0.9982506947734526,0.00012917142446343228,5.643735955894746e-05,0.0003157641157252147,0.000563509863300896,0.003728486983489908,0.9969398344912164,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.3702263574503541
13,0.0019190838986657705,0.004384533554467203,0.0001015530471486368,0.9965679462698996,0.00018573227984739477,8.001341696861542e-05,0.0004965167191749199,0.0009786411584144848,0.010195387835288526,0.9883719367989079,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.2903763366199139
14,0.37301948128689405,0.7377007931199591,0.00020180992894136727,0.19830226696299574,0.00035731924920227496,0.00014813022355666708,0.001293493592132875,0.004490743829547015,0.9874205316042972,0.006153633955320342,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.2035828357172615
15,0.881699504802486,0.40738935417180644,0.9998531501598569,0.6969404790742587,0.9997398438921106,0.999892093129166,0.999063224354065,0.9967967468545577,0.00943206329072434,0.9954210023574148,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.2001110956811554
16,0.002510551956403268,0.005754841731770423,0.00011470958988024253,0.9954907296578149,0.00020884684258269486,8.947520755159176e-05,0.0005797705975267496,0.0011989993549499263,0.01781811879402081,0.9627021533136023,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.2716289404249409
17,0.9971088875149541,0.9933160246823514,0.9998985097159411,0.005246744306322481,0.9998164249275224,0.9999219773034631,0.9994603595319926,0.9987890643711892,0.9197903811777173,0.9813249957949274,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.1445632551034578
