sample,0,1,2,3,4,5,6,7,8,9,0:0,0:1,0:2,0:3,0:4,0:5,0:6,0:7,0:8,0:9,0:10,0:11,0:12,0:13,0:14,1:0,1:1,1:2,1:3,2:0,2:1,2:2,2:3,2:4,2:5,2:6,2:7,2:8,2:9,2:10,2:11,2:12,2:13,3:0,3:1,3:2,3:3,3:4,3:5,3:6,3:7,3:8,3:9,3:10,3:11,3:12,3:13,4:0,4:1,4:2,4:3,4:4,5:0,5:1,5:2,5:3,5:4,5:5,5:6,5:7,5:8,5:9,5:10,5:11,5:12,5:13,5:14,5:15,5:16,5:17,5:18,5:19,5:20,5:21,5:22,5:23,6:0,6:1,6:2,6:3,7:0,7:1,7:2,7:3,7:4,7:5,7:6,7:7,8:0,8:1,9:0,9:1,9:2,target
0,0.20847419618754123,0.009154269609849611,0.9983663549340634,0.9864830360903498,0.9980131152631057,0.9988576446876701,0.9893772757258844,0.02969876861686247,0.008292407998508536,0.9862158407118928,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.259130676294959
1,0.9940150271494053,0.979401746865612,0.9987090384131453,0.016993328754552704,0.9980286529370638,0.9988333795882713,0.9960025791756981,0.9936150784676107,0.9727938785847744,0.9937135566820064,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.1319261213720316
2,0.001006279514139777,0.00336539887161049,0.0002195376603789066,0.9971810383488849,0.00033673583521608456,0.0001992504042784919,0.0006759860178549151,0.0010701037973479067,0.00438749410832638,0.001066725030854558,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.4082766282460769
3,0.9917023931775681,0.8093337796563496,0.9986383361407396,0.044523574794235174,0.9980383343330737,0.9988484921626105,0.9951925209364788,0.9904513632483859,0.11266973220108885,0.9926382964593473,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.173725871406749
4,0.00865548162469507,0.9745293229755924,0.001052521191403973,0.11414275130468185,0.0014494826048210415,0.0008456347478956458,0.004201639768383393,0.011249515519441242,0.9818429275545687,0.0062654330945182204,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.1695597833634217
5,0.9957801666886383,0.883099977894971,0.9993112979986736,0.023269701084335386,0.9990078836089857,0.9994178871492929,0.9975621146893997,0.9951376519697858,0.05913561394326684,0.9962627363919838,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.1667823913345368
6,0.0009313016226317255,0.002549748025075268,0.0002219592713531993,0.9976791619607089,0.00034864244388089057,0.00020701711587081318,0.0006522700368685407,0.000971633882201518,0.003075968769595941,0.0010382169910232316,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.4615942230245799
7,0.006951643159227276,0.9798666489733463,0.0008400520527639591,0.0888212675650841,0.0011562854640281982,0.0006744471229651095,0.0033615115327661413,0.00906136000704556,0.9856116679980939,0.005012732720611174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.1667823913345368
8,0.0018866329206638653,0.008238355617419235,0.00037779320755439513,0.9939196856444726,0.0005674864026531338,0.00033482533417440426,0.00121482121857033,0.002048268064076355,0.01243056942663595,0.0019004622961990513,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.2820441605332592
9,0.9963844332453335,0.9872019619243848,0.9992277115151054,0.010437876948562647,0.9988226642321364,0.9993036911611837,0.9975963238963363,0.9961351049506254,0.9828697257018993,0.9962192800170567,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.1174836828218303
10,0.9978739500447423,0.9926900826338888,0.9995410046876357,0.006045008905508141,0.999298089334133,0.9995847772566491,0.9985791110758759,0.9977333569965776,0.9903493452665375,0.9977612490203921,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0827662824607693
11,0.9972953910530289,0.9903106133244213,0.9994246564551638,0.00786297149269731,0.9991235378182574,0.999481762920172,0.9982054578712547,0.9971064094937786,0.9869543869574667,0.9971773030488009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.0972087210109707
12,0.9943895907571231,0.03185121061214873,0.9992314647930118,0.11634756298020021,0.9989238847871694,0.999370949127491,0.9970702637968861,0.9930981997142326,0.01895754716458335,0.9955815694476022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1917789195945007
13,0.9970145903044945,0.9874319996592686,0.9993962161810055,0.009441869054618579,0.9990912760702839,0.9994636046524736,0.9980681483392881,0.9967664880296948,0.981483921611777,0.9969764257216756,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1112345507568393
14,0.004751269454829489,0.5717070600091335,0.0007513120459960038,0.9701217521313096,0.0010762358813510855,0.0006310168217557408,0.002696776142098978,0.005533697903577748,0.9566404310568386,0.004121281882100438,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1973337036522705
15,0.995963667082278,0.9766513624187683,0.99924183970914,0.014779949904950377,0.998877677232603,0.9993389937061905,0.997485046412076,0.9955420666075867,0.9549661451972525,0.9960932284377136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1528954311901124
16,0.9919175912720121,0.04005632063714967,0.9989109289602062,0.22162154238983225,0.9984793396594479,0.9991112302213906,0.9958212695431821,0.9899841189954893,0.02496433364386679,0.9937124226934491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1890015275656159
17,0.9937993669901009,0.9786198248786101,0.9986634742341656,0.01762179161665529,0.9979595745615094,0.9987925036974356,0.9958600155772048,0.9933837491887728,0.9717369005954095,0.9934904600772847,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1403416192195528
18,0.9903578572957503,0.9012930273286103,0.9989175110434948,0.032694001145065286,0.9984094666237269,0.9991001938067596,0.9948894854144268,0.9885406106936363,0.524208457772753,0.9913768762718803,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1570615192334398
19,0.9975025006518716,0.9943095063778755,0.999536172290934,0.005259875932209445,0.999290078771102,0.9995924481737524,0.9982990038462792,0.9973211765339126,0.9933870195797662,0.9974490140142579,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.0667962782946813
20,0.9878399517193601,0.9918284965403318,0.0022521174519296674,0.01175490037860839,0.0028568526057394,0.0015412415020450917,0.9368061533564457,0.9899378546613921,0.9918977976746332,0.97829846090768,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1459519511179003
21,0.9816078601232142,0.012412845988763571,0.9992566394986393,0.9671395063599896,0.9989479815915279,0.9994128283625139,0.9951167523844989,0.9576524889152996,0.010981067839151353,0.9894233345173613,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.1806554645188168
22,0.9947346190287163,0.9842543613302752,0.9991851294629382,0.012537998741906253,0.9987744228266704,0.9993008433936375,0.9967013767523457,0.9941786376641601,0.9801988649911717,0.9948463917571226,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.1160949868073878
23,0.9912754746992329,0.020558107823074157,0.9993801230293796,0.28632320952688795,0.9991085179568473,0.9994996924204006,0.9965101257836257,0.9876879204866019,0.01601258666215769,0.9933906523645449,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1667823913345368
24,0.49160527668115767,0.014279201960928578,0.9985894497818251,0.9734810377867739,0.9980444650558401,0.9989155872534561,0.9882326230221687,0.05173442110235087,0.013355557213837577,0.9651160167971508,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.195945007637828
25,0.8593895400603796,0.982084138886849,0.001980961307415552,0.031667339788880124,0.002729568874049765,0.0015111999201711172,0.01789470126434063,0.9509218077533546,0.9830848316407481,0.06173925748065567,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1855297875295098
26,0.14878991049110205,0.014236257230498412,0.9984777935052044,0.9744513554330161,0.9978986421795714,0.9988362829027753,0.9865352607074737,0.04193062645598493,0.013405429326300646,0.9554281353715024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1987223996667129
27,0.9899877696454431,0.8613658572304758,0.9989087443881653,0.035602298738138485,0.9983994115178267,0.9990950760662269,0.9947812232078195,0.988002459135604,0.2520465008876584,0.991129470866424,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1501180391612276
28,0.9881405541185833,0.9717191171021384,0.9978822937210394,0.025413623487145914,0.9967769226739449,0.9981510301674212,0.9920636322386173,0.9871976063364524,0.9667804144626712,0.9880123348187483,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1390084710456881
29,0.007627733314495051,0.967839328295194,0.0006266125209549887,0.939243161443404,0.000906447857176775,0.0005097574938277223,0.003354020127004029,0.010068971229112971,0.9778664866322341,0.006124418803772662,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0.2237189279266768
30,0.9919164210501676,0.108868269031752,0.9992289617150483,0.037970519717926574,0.9988769293177574,0.9993668000043745,0.9961019986833953,0.98990752547934,0.04765113563086739,0.9931466857806347,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.1445632551034578
