feature,category,0
0,0,-0.0018218571628183522
0,1,0.025985168873921202
0,2,0.010131637482346066
0,3,-2.540937209642079e-16
0,4,0.011477958549196365
0,5,0.022829163080434554
0,6,-0.025016248009688307
0,7,-0.02289495744985105
0,8,-0.0035082918597477285
0,9,0.03210074382610105
0,10,-0.03124117681523056
0,11,-0.060626678624266905
0,12,0.03967284659352348
0,13,0.002911691516070184
0,14,8.290201226173827e-16
1,0,0.019285440470585252
1,1,-0.012712727074690322
1,2,-0.007549787168681526
1,3,0.0009770737728137767
2,0,3.3542913117985643e-16
2,1,-0.04035705796003111
2,2,-1.1641395917638114e-15
2,3,0.033044266835340244
2,4,0.0004233166072129327
2,5,-7.251619250839594e-16
2,6,-0.0311129316279982
2,7,0.0070144541624256995
2,8,-0.0035082918597496666
2,9,-8.326080771833101e-16
2,10,0.052938526977868695
2,11,-0.017238727993164494
2,12,-0.0012035551419051702
2,13,-4.987020700473524e-16
3,0,-0.07930204607637656
3,1,-0.006705342896710725
3,2,0.01137119098690879
3,3,0.011637139982960766
3,4,0.01633229135538998
3,5,-5.965555821508045e-17
3,6,0.03080414256727623
3,7,0.008233158674649115
3,8,0.01715337706048443
3,9,0.07881947843791971
3,10,-0.0010053427568712248
3,11,-0.008384099971104227
3,12,-0.0051674473051572835
3,13,-0.07378650005932769
4,0,0.0023723691427828247
4,1,5.019942043319898e-16
4,2,-0.012504006625128579
4,3,0.010131637482347237
4,4,5.432915576694733e-17
5,0,-0.037163655711607825
5,1,-0.05373747286827163
5,2,-0.03538325290828995
5,3,-0.05750238559253893
5,4,0.06990698369813896
5,5,-0.03288367051474427
5,6,-0.018728920385952925
5,7,-0.002576262958743915
5,8,-0.06251828302956645
5,9,0.035339606949534856
5,10,0.09008165056926862
5,11,-0.003755268668073534
5,12,0.0828367873764193
5,13,0.01328283998448853
5,14,1.3345260827192069e-16
5,15,0.0846461127348001
5,16,-0.008824246274334188
5,17,-0.03116793772144063
5,18,-0.015437390776944195
5,19,-0.007683901717050537
5,20,-0.048109076791612436
5,21,-0.01753137200528246
5,22,0.024439387155197403
5,23,0.03246972945658988
6,0,-0.006358396048454078
6,1,-0.01175590980966182
6,2,0.014672386813224674
6,3,0.003441919044898354
7,0,0.0
7,1,-0.016804576416619282
7,2,0.0023211889572760658
7,3,0.0
7,4,0.002155468875927869
7,5,0.006015855259049081
7,6,0.006312063324369448
7,7,0.0
8,0,-0.0004977323820451844
8,1,0.0004977323820509715
9,0,-0.021165208892273652
9,1,0.0016313867746039264
9,2,0.019533822117668704
