feature,category,0
0,0,3.7402023035733456e-18
0,1,-0.0011351114204129114
0,2,-9.963628381676572e-05
0,3,-2.9179191503481025e-18
0,4,0.005769018448029078
0,5,0.0005048275339735031
0,6,-0.00012344080419129008
0,7,-0.0012673865950320004
0,8,-0.0013259178704826964
0,9,-6.937771614001445e-05
0,10,0.001444201515428489
0,11,-0.0008812001411960175
0,12,-0.001449891942219379
0,13,-0.0013660847239399861
0,14,-3.3175627498883828e-18
1,0,0.001581302634017196
1,1,-0.009256790900190784
1,2,0.003953306863275528
1,3,0.003722181402898059
2,0,8.258526389248504e-19
2,1,-0.0015308845405668959
2,2,-5.3989024058516355e-19
2,3,-0.0001975932609993268
2,4,0.005205244142525446
2,5,0.0005048275339735014
2,6,-0.00012344080419129
2,7,-0.0011713820626832884
2,8,-0.001166403993565518
2,9,7.778245787516853e-19
2,10,0.0012033394898435946
2,11,-0.001220274042817083
2,12,-0.0015034324615191394
2,13,1.0197155629407586e-18
3,0,0.0026193573876605084
3,1,-0.0018549509807746236
3,2,0.0020945912322602985
3,3,-0.00019187577800950002
3,4,-0.001382705134580893
3,5,-0.0005180571904299932
3,6,-0.0019286753530584947
3,7,0.005986515407507257
3,8,0.00011691689127027297
3,9,7.71171203766111e-05
3,10,-0.0019360974737043912
3,11,-0.000538258129699309
3,12,-0.00044810887644256177
3,13,-0.0020957691223751785
4,0,1.692443798298362e-05
4,1,-2.091727630675226e-19
4,2,-7.125008154368383e-05
4,3,-9.04674907651039e-05
4,4,0.00014479313432580335
5,0,-0.0018474403806345112
5,1,-0.0029063679814211804
5,2,-0.002683901583990057
5,3,-0.0031981552788962805
5,4,0.004053376483070172
5,5,0.001042063414490974
5,6,-0.0031892326634803004
5,7,0.000829813213400681
5,8,-0.001117014242218672
5,9,-0.00013401106070198997
5,10,0.004024701273443152
5,11,0.0005306776736553219
5,12,0.003754115903977503
5,13,0.0033407247034834193
5,14,-5.436824834195903e-19
5,15,0.0001600907924844547
5,16,0.0002876482968307174
5,17,-0.0027824975336053137
5,18,0.0034603611972861114
5,19,0.00032646967077513945
5,20,-0.0021143348992050943
5,21,-0.0011388428384472853
5,22,-0.00046482950132548724
5,23,-0.0002334146589714792
6,0,0.0012329229008570617
6,1,-0.0024521810919366773
6,2,-0.00018031057761266434
6,3,0.0013995687686922814
7,0,-1.1039294295827621e-19
7,1,-0.001342253782071725
7,2,-9.884631982998873e-20
7,3,-0.0004797884326606594
7,4,-0.0012646286619525599
7,5,0.002180405753141995
7,6,6.86330997066707e-05
7,7,0.000837632023836282
8,0,4.3676468037160325e-05
8,1,-4.367646803716034e-05
9,0,2.274103263736998e-06
9,1,-0.0001940725506623099
9,2,0.00019179844739857259
