,0,1,2,3,4,5,6,7,8,9,0:0,0:1,0:2,0:3,0:4,0:5,0:6,0:7,0:8,0:9,0:10,0:11,0:12,0:13,0:14,1:0,1:1,1:2,1:3,2:0,2:1,2:2,2:3,2:4,2:5,2:6,2:7,2:8,2:9,2:10,2:11,2:12,2:13,3:0,3:1,3:2,3:3,3:4,3:5,3:6,3:7,3:8,3:9,3:10,3:11,3:12,3:13,4:0,4:1,4:2,4:3,4:4,5:0,5:1,5:2,5:3,5:4,5:5,5:6,5:7,5:8,5:9,5:10,5:11,5:12,5:13,5:14,5:15,5:16,5:17,5:18,5:19,5:20,5:21,5:22,5:23,6:0,6:1,6:2,6:3,7:0,7:1,7:2,7:3,7:4,7:5,7:6,7:7,8:0,8:1,9:0,9:1,9:2,target
0,0.1678082191780822,0.0331860992311108,0.4444444444444444,0.625,0.6159420289855072,0.1166666666666666,0.0648032885674931,0.163359319631467,0.0315802680247579,0.1678082191780822,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1528954311901124
1,0.1679793094795433,0.0169576292972492,0.5555555555555556,0.625,0.7536231884057971,0.4333333333333333,0.0648032885674931,0.1697377746279234,0.0315802680247579,0.2428255183899418,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1511595611720594
2,0.1780821917808219,0.0271097712028792,0.4444444444444444,0.75,0.6159420289855072,0.1166666666666666,0.0648032885674931,0.1254429482636428,0.0315802680247579,0.0462328767123287,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1319261213720316
3,0.1678082191780822,0.0309939470424641,0.4444444444444444,0.625,0.6376811594202898,0.1666666666666666,0.0648032885674931,0.0662650602409638,0.3609226594301221,0.1553938356164383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1667823913345368
4,0.1506849315068493,0.0255579705064385,0.5555555555555556,0.875,0.644927536231884,0.7666666666666667,0.0648032885674931,0.147413182140326,0.0315802680247579,0.0342465753424657,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1487293431467851
5,0.184931506849315,0.0377433452522844,0.6666666666666666,0.5,0.9492753623188406,0.9,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3904109589041096,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0.3167615608943202
6,0.523972602739726,0.1127345813176283,0.7777777777777778,0.375,0.3333333333333333,0.6666666666666666,0.0648032885674931,0.183557760453579,0.1248303934871099,0.059931506849315,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.2778780724899319
7,0.1679793094795433,0.0289794105961812,0.5555555555555556,0.75,0.5072463768115942,0.0,0.0648032885674931,0.096917080085046,0.0315802680247579,0.0958904109589041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.1980280516594917
8,0.1952054794520548,0.0374722475402556,0.5555555555555556,0.5,0.9710144927536232,0.9333333333333332,0.0648032885674931,0.0042523033309709,0.0315802680247579,0.5522260273972602,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1965449243160672
9,0.0376712328767123,0.0096426651709551,0.6666666666666666,0.5,0.9565217391304348,0.9,0.073125,0.0786037785307224,0.0315802680247579,0.4178082191780822,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1320649909734759
10,0.1883561643835616,0.0405104115543714,0.6666666666666666,0.5,0.927536231884058,0.8333333333333334,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.1643835616438356,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1876128315511734
11,0.1679793094795433,0.0319007221482156,0.3333333333333333,0.375,0.717391304347826,0.35,0.0648032885674931,0.1087880935506732,0.0315802680247579,0.1044520547945205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.0737397583668934
12,0.273972602739726,0.036691673093552,0.5555555555555556,0.5,0.6521739130434783,0.2,0.190625,0.0657335223245925,0.0315802680247579,0.3116438356164384,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1806693514789612
