feature,category,0
0,0,2.6956114831944997e-18
0,1,-0.00035206553998818517
0,2,-0.00015266609496664938
0,3,-1.900105761152511e-18
0,4,0.007285547044920553
0,5,0.0005148173664846642
0,6,-5.0208385641161194e-05
0,7,-0.002090615204180595
0,8,-0.0016097705289977548
0,9,-4.625981071488511e-05
0,10,0.0014761240044016515
0,11,-0.0006760062387716077
0,12,-0.002032129432256612
0,13,-0.0022667671802894147
0,14,-5.101896438747804e-19
1,0,0.0015341883089364493
1,1,-0.012599545990021116
1,2,0.0055848155453363186
1,3,0.005480542135748343
2,0,-9.0423362874684e-20
2,1,-0.0011176504271981848
2,2,-4.806356648673856e-20
2,3,-8.286083038180035e-05
2,4,0.006725953228460463
2,5,0.0005148173664846667
2,6,-5.020838564116201e-05
2,7,-0.0020161640281577357
2,8,-0.0020260736231390384
2,9,1.3240039921237974e-18
2,10,0.0011867989158528235
2,11,-0.001195307612627433
2,12,-0.001939304603652605
2,13,1.6090762381501211e-18
3,0,0.002767835523786897
3,1,-0.004048569503199383
3,2,0.0020364247867381115
3,3,-0.00014170872571348745
3,4,-0.0014010709065925462
3,5,-0.00048821514831996787
3,6,-0.001968000781055929
3,7,0.008973325163861907
3,8,0.00016747922947722889
3,9,0.0002587181373779133
3,10,-0.0020781032386577775
3,11,-0.0008192550197036383
3,12,-0.00041217383471672396
3,13,-0.0028466856832826196
4,0,0.0027046936906984205
4,1,5.516550955986951e-19
4,2,-0.002727201012317574
4,3,-0.00015266609496664802
4,4,0.00017517341658580132
5,0,-0.0016213158678231496
5,1,-0.004924735839949814
5,2,-0.00279925031816776
5,3,-0.003803598282132082
5,4,0.006192004383973576
5,5,0.0010803717429909107
5,6,-0.005035353561534998
5,7,0.0006282249687641324
5,8,-0.0009318782123018957
5,9,-9.296456158969842e-05
5,10,0.006178143856481835
5,11,0.00042674942159941676
5,12,0.00413798710352192
5,13,0.0034310450532727406
5,14,-3.630358663532818e-19
5,15,0.00036183824531343896
5,16,0.0002157064075485127
5,17,-0.0028450212981758986
5,18,0.0031349909403745385
5,19,0.00044436677743233213
5,20,-0.002031775957836561
5,21,-0.0015503040989542345
5,22,-0.0004137914473937796
5,23,-0.0001814394554134925
6,0,0.0031694146761025496
6,1,-0.005963952330464114
6,2,-0.00010664147915860042
6,3,0.002901179133520169
7,0,-2.042164142035053e-19
7,1,-0.004632395500467162
7,2,7.201122475207333e-20
7,3,-0.0007668362598463991
7,4,-0.001336912814276813
7,5,0.0058769697640917535
7,6,3.079549815134314e-05
7,7,0.0008283793123472794
8,0,-9.776923340527123e-05
8,1,9.776923340527128e-05
9,0,-6.098726679513609e-05
9,1,0.0002213082172894021
9,2,-0.00016032095049426515
