feature,category,0
0,0,-4.132403852850472e-19
0,1,-0.0009815539552580138
0,2,-4.4284570602775815e-05
0,3,-1.8996607183668024e-18
0,4,0.007126712908766307
0,5,0.0005458884748566344
0,6,-5.086789406705554e-05
0,7,-0.0017940637257781763
0,8,-0.0017630637703783783
0,9,-4.435339500407352e-05
0,10,0.0015791173213452522
0,11,-0.0006999562114375377
0,12,-0.0019618887695434413
0,13,-0.001911686412898719
0,14,6.27064986189415e-19
1,0,0.0016404690469004573
1,1,-0.011859134519026891
1,2,0.005227287339163419
1,3,0.004991378132963011
2,0,1.6245810040727887e-18
2,1,-0.0016459307474273215
2,2,-3.0340046093574424e-19
2,3,-8.892292864401798e-05
2,4,0.006538303314960863
2,5,0.0005458884748566306
2,6,-5.086789406705684e-05
2,7,-0.0024090580463310036
2,8,-0.0008108450150277077
2,9,2.7366559042552065e-20
2,10,0.0012865029216172412
2,11,-0.00142856366795546
2,12,-0.0019365064119821727
2,13,-2.0994726179767393e-19
3,0,0.003020404799152148
3,1,-0.003962902704421926
3,2,0.002145029042268175
3,3,-0.00015344727555824492
3,4,-0.0012583162127392535
3,5,-0.0005150137915221396
3,6,-0.0019318846473155831
3,7,0.008556023201837435
3,8,0.00018180007294682005
3,9,0.0003069705822032083
3,10,-0.0021318329455236075
3,11,-0.0005207368382179019
3,12,-0.0004480106125338072
3,13,-0.0032880826705753183
4,0,0.001622065695567606
4,1,-3.44787179715468e-21
4,2,-0.0017710881449071797
4,3,-4.428457060277739e-05
4,4,0.00019330701994235304
5,0,-0.0016422295715580301
5,1,-0.004560498843227236
5,2,-0.0029204796319253472
5,3,-0.0036726363335742177
5,4,0.005371064346546339
5,5,0.0011443055070023158
5,6,-0.004460875287318501
5,7,0.0005380404986265108
5,8,-0.000960151311122653
5,9,-4.581160070465972e-05
5,10,0.005638408577760372
5,11,0.0006239525796362657
5,12,0.004114085099243225
5,13,0.0035508048729338037
5,14,3.932600994998036e-19
5,15,0.00018805248517336873
5,16,0.00023692752740991463
5,17,-0.0029221453209194977
5,18,0.0032394771871978876
5,19,0.0004964649782977921
5,20,-0.002115845590308374
5,21,-0.0012092645268019678
5,22,-0.00043686397895369936
5,23,-0.00019478166341359044
6,0,0.003012725624152775
6,1,-0.005649930193815807
6,2,-0.00011312301603026318
6,3,0.0027503275856932867
7,0,4.0089422572693487e-19
7,1,-0.004078326108281199
7,2,1.65857764835397e-20
7,3,-0.00047459259861127597
7,4,-0.0014082717607131082
7,5,0.005046247196406926
7,6,3.40681437376962e-05
7,7,0.0008808751274609656
8,0,4.923167285748181e-05
8,1,-4.9231672857480945e-05
9,0,-1.0353153820350826e-06
9,1,2.6205754871235463e-05
9,2,-2.517043948920103e-05
