sample,0,1,2,3,4,0:0,0:1,0:2,0:3,0:4,0:5,0:6,0:7,0:8,0:9,0:10,0:11,0:12,0:13,0:14,1:0,1:1,1:2,1:3,2:0,2:1,2:2,2:3,2:4,2:5,2:6,2:7,2:8,2:9,2:10,2:11,2:12,2:13,3:0,3:1,3:2,3:3,3:4,3:5,3:6,3:7,3:8,3:9,3:10,3:11,3:12,3:13,4:0,4:1,4:2,4:3,4:4,target
0,0.0006564581935799916,0.0001942916861439958,0.0031878189930296596,0.0021875683987706367,0.0029897181169937703,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.2459380641577558
1,0.0017952147985285823,0.0003757055603240984,0.9925580419277921,0.6002834008617379,0.9915458309277185,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.2035828357172615
2,0.9997417335979049,0.9999053735306623,0.9993727635934073,0.9994119900734908,0.9993825931124373,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0667962782946813
3,0.0007213947815736949,0.00020843597009638208,0.00401097545249246,0.0025539385367934066,0.0037109011421628405,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2407998889043188
4,0.9983476000960969,0.9996558093950996,0.006660147718059901,0.1999177162611669,0.007546870143862047,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1917789195945007
5,0.000366078546552698,0.0001291826252216921,0.0009668467853857757,0.0008782246298648062,0.0009475849124158448,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2903763366199139
6,0.9989737417554821,0.9997463759238042,0.13018421713879064,0.9934651553409045,0.9321415158959896,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.173725871406749
7,0.9992225024014367,0.9997905658282025,0.9922396755077313,0.996598750854386,0.9933817744769304,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1591445632551034
8,0.9997587047653121,0.9999105369778075,0.9994281447818614,0.9994591195709434,0.9994364312850214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0570754061935842
9,0.9994000024771428,0.9998217774862382,0.9971398996024291,0.9980177401948798,0.9973129632997634,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1459519511179003
10,0.0005078063664216963,0.0001109413850868264,0.36549456966501753,0.011857389986262852,0.2993541705238795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.2153867518400222
11,0.00022643377244685778,6.86101958531275e-05,0.0006509541172105839,0.0007142730799790747,0.0006594145898119885,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.2487154561866407
12,0.00026645398459264867,7.660454793640796e-05,0.0008896355576743095,0.0009556333542982772,0.0009010294560679068,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.2389945840855436
13,0.9998677579848342,0.9999550601421832,0.9997028175329105,0.999664139957836,0.9996988786179553,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.107068462713512
14,0.0001879587234193999,6.0008219944713896e-05,0.00047766717635032614,0.0005323566172892952,0.0004839405778485907,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2605193723094015
15,0.9997685072574982,0.9999330648292638,0.9992407761236735,0.9991822473351466,0.9992310330234867,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1494236911540064
16,0.9998062902445953,0.999939050414621,0.9994915862619436,0.9994355874313388,0.9994849262681974,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.1403416192195528
17,0.0002695761640040824,8.310194675202678e-05,0.0007423428741746992,0.0008191244625605859,0.0007520262700002201,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2358700180530482
18,0.0007250762644038875,0.0001582635270535535,0.6275309234833045,0.01725169814141932,0.5656946579358287,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.2028884877100402
