feature,category,0
0,0,-0.005621069926199651
0,1,-0.011717540752986835
0,2,0.0071922878911047745
0,3,1.7307483655184754e-17
0,4,0.05897621117730366
0,5,0.003724138005278136
0,6,-0.008231287213184457
0,7,-0.010593311901652025
0,8,-0.0014308856040539156
0,9,-0.005140667081487442
0,10,-0.012651106967863748
0,11,0.0008466936172521265
0,12,-0.0048275066899339004
0,13,-0.010525954553576782
0,14,-1.7812090665811697e-19
1,0,-0.0011653272700791369
1,1,-0.03357331553161197
1,2,-0.008107576756242872
1,3,0.04284621955793397
2,0,-2.432622791552107e-18
2,1,-0.0001293940020185274
2,2,6.87773204969806e-18
2,3,0.0009905185946583262
2,4,0.04513598717124099
2,5,0.00372413800527812
2,6,-0.008231287213184418
2,7,-0.018053658008641973
2,8,-0.0010154086617075622
2,9,8.49453375081172e-19
2,10,-0.01081710707913625
2,11,-0.004116505145546142
2,12,-0.0074872836609426695
2,13,4.800973424259821e-18
3,0,-0.0022136468250887054
3,1,0.000164278732217674
3,2,-0.008944499711403583
3,3,0.005240976290483871
3,4,-0.005903824654228569
3,5,4.0311833977124926e-18
3,6,0.0023593575994965733
3,7,0.03413780601061692
3,8,-0.005465347153291271
3,9,-0.0014585722632318252
3,10,-0.005737687763870642
3,11,-0.005795972113298029
3,12,-0.004765669300931262
3,13,-0.0016171988474711282
4,0,0.022001782792953138
4,1,-4.151317893870877e-18
4,2,-0.026759152730991546
4,3,0.004757369938038521
4,4,-2.0299669086343275e-18
