sample,0,1,2,3,4,0:0,0:1,0:2,0:3,0:4,0:5,0:6,0:7,0:8,0:9,0:10,0:11,0:12,0:13,0:14,1:0,1:1,1:2,1:3,2:0,2:1,2:2,2:3,2:4,2:5,2:6,2:7,2:8,2:9,2:10,2:11,2:12,2:13,3:0,3:1,3:2,3:3,3:4,3:5,3:6,3:7,3:8,3:9,3:10,3:11,3:12,3:13,4:0,4:1,4:2,4:3,4:4,target
0,0.0005399872115068578,0.0003346069835130572,0.0009597039648382389,0.0009467885275024231,0.0009292676010762004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.2459380641577558
1,0.0004550797961241497,0.0002596143322679815,0.0009359484236830195,0.0008271810971090852,0.0008724624461259271,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.2035828357172615
2,0.9998082576046665,0.9998754423578778,0.9996824700514159,0.9996700757923863,0.9996872551202584,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0667962782946813
3,0.00048784210184747164,0.0002959568112658152,0.0008971912376270087,0.0008629281808940077,0.0008613798478409048,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2407998889043188
4,0.9993801198197261,0.9996473025028085,0.9987172405017011,0.9988716997743452,0.9988064542030036,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.1917789195945007
5,0.0002400568018902009,0.00015232466075378446,0.0004112088758237486,0.000416854997633779,0.0004017915545672894,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2903763366199139
6,0.0007945780154010213,0.000404219674186902,0.0021643629578178367,0.0015298743222352997,0.0018490522755626798,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.173725871406749
7,0.9996720148620651,0.9998051611872855,0.9993748650181025,0.9994145692995143,0.9994052385544545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1591445632551034
8,0.9997948336463035,0.9998650375146314,0.9996660245349064,0.9996486444404767,0.9996697550495317,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0570754061935842
9,0.9992894940674809,0.9995421067015208,0.9988087790021853,0.9987734149907503,0.9988303430590606,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1459519511179003
10,0.0004293104514612355,0.0002158233384975738,0.0010319065705230266,0.0009485870804317046,0.0009771542785615864,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.2153867518400222
11,0.00048520440505798177,0.0003186167596562762,0.0007390398847167351,0.0008002409060729285,0.0007424280167451004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.2487154561866407
12,0.0004219658924421877,0.0002466238022185458,0.0007541283756159645,0.0007752056457808419,0.0007440057780006249,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2389945840855436
13,0.999846641164217,0.9999028557467672,0.9997557235367155,0.9997392167911144,0.9997557897437706,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.107068462713512
14,0.0002985458419327502,0.00019278650357084666,0.0004640896244127279,0.0004993051483370348,0.00046519881786703733,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.2605193723094015
15,0.9998488726189567,0.9999145468182244,0.9997148119027758,0.9997124016968846,0.9997205448531618,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1494236911540064
16,0.9996369264967035,0.9997578693518387,0.9994569590576678,0.999408749370647,0.9994534400137504,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.1403416192195528
17,0.0003590349706204159,0.00019821725591515874,0.0007070252902061742,0.0007022374985888851,0.0006890154527347859,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.2358700180530482
18,0.0002806320845903075,0.00013206193297706133,0.0008109348925198101,0.0006880167842239916,0.0007443188248197998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2028884877100402
19,8.169171860138773e-05,5.3329509667962826e-05,0.00012529789592499575,0.00013535292189480723,0.00012577393808492807,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.3542563532842661
