feature,category,0
0,0,-0.006940716540204699
0,1,-0.00031422817165399283
0,2,0.009033883701643129
0,3,-2.6437208026803902e-17
0,4,0.029446211326029835
0,5,0.002207222232937764
0,6,0.0014627052683521304
0,7,-0.004025233096983671
0,8,-0.005445719706916203
0,9,-0.007886269104794596
0,10,-0.007452996530547887
0,11,-0.0019087080895035988
0,12,-0.003240024872661269
0,13,-0.004936126415696966
0,14,-4.295516497441626e-18
1,0,-0.0012583892196029022
1,1,-0.01615438420475295
1,2,-0.014395105015194821
1,3,0.031807878439550706
2,0,-3.4213602242684257e-18
2,1,-0.009017082965117211
2,2,-1.734534765636712e-18
2,3,-0.0016532552632276725
2,4,0.014398973333619629
2,5,0.0022072222329377277
2,6,0.001756006503204397
2,7,-0.0013115024225353357
2,8,-0.002796540204248461
2,9,-1.0417207887791483e-17
2,10,0.004375114270247803
2,11,-0.003089474140631548
2,12,-0.004869461344249369
2,13,4.823831215667472e-18
3,0,-0.0018955567127861908
3,1,0.0022857392851162728
3,2,-0.008286846030805768
3,3,0.0027886297581505514
3,4,0.0027155070594350843
3,5,-6.7741404366793025e-18
3,6,-0.005589108091358205
3,7,0.01987807053894091
3,8,-0.006705341537449997
3,9,-0.002406830548093212
3,10,-0.00580878767075137
3,11,0.006645782636333386
3,12,-0.0038765384367773882
3,13,0.00025527975004604325
4,0,-0.004665035681290696
4,1,6.50429256629288e-18
4,2,-0.0015513308260277905
4,3,0.006216366507318532
4,4,-3.4993756190926863e-19
